,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
29,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_20_1,Which image correctly depicts the spatial layout explored by the camera wearer?,reasoning/spatial/layout,N/A,"A. spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/E.png
B. spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/A.png
C. spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/C.png
D. spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/D.png
E. spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/B.png",spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/E.png,spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/A.png,spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/C.png,spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/D.png,spatial_layout_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/0/B.png,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
30,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_11_29,List the events in the order they occurred after the camera wearer retrieves an egg tray from the fridge.,perception/information_retrieval/sequence_recall,N/A,"A. 1. Start cutting the sausage on the cutting board, 2. Put the egg plate back in the refrigerator, 3. Use cooking oil
B. 1. Puts the egg tray back in the fridge, 2. Uses cooking oil, 3. Begins to cut sausage on a chopping board
C. 1. Begins to cut sausage on a chopping board, 2. Puts the egg tray back in the fridge, 3. Uses cooking oil
D. 1. Uses cooking oil, 2. Begins to cut sausage on a chopping board, 3. Puts the egg tray back in the fridge
E. 1. Begins to cut sausage on a chopping board, 2. Uses cooking oil, 3. Puts the egg tray back in the fridge","1. Start cutting the sausage on the cutting board, 2. Put the egg plate back in the refrigerator, 3. Use cooking oil","1. Puts the egg tray back in the fridge, 2. Uses cooking oil, 3. Begins to cut sausage on a chopping board","1. Begins to cut sausage on a chopping board, 2. Puts the egg tray back in the fridge, 3. Uses cooking oil","1. Uses cooking oil, 2. Begins to cut sausage on a chopping board, 3. Puts the egg tray back in the fridge","1. Begins to cut sausage on a chopping board, 2. Uses cooking oil, 3. Puts the egg tray back in the fridge",3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
31,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_6_6,Select the correct statement about spatial proximity depicted in the video,reasoning/spatial/proximity,N/A,"A. The dining table is positioned exactly midway between the television and the kitchen sink in the house.
B. Both the container and the plastic cup are on the window shelf in the kitchen.
C. The television is closer to the dining table than the kitchen sink.
D. The mobile phone is closer to the chair than the television in the living room.
E. The chopping board is closer to the fridge than the sink in the kitchen.",The dining table is positioned exactly midway between the television and the kitchen sink in the house.,Both the container and the plastic cup are on the window shelf in the kitchen.,The television is closer to the dining table than the kitchen sink.,The mobile phone is closer to the chair than the television in the living room.,The chopping board is closer to the fridge than the sink in the kitchen.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
32,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_13_2,How can you get to the living room from the kitchen? ,navigation/room_to_room,N/A,"A. Walk forward and turn left. Walk forward until the staircase and then turn left into the living room. 
B. Exit the kitchen and turn right. Walk until the end of the hallway and turn right into the living room. 
C. Walk forward and turn left. Walk forward and take the first entrance on the left into the living room. 
D. There is a door to the the living room inside the kitchen. 
E. There is a door to the living room inside the kitchen on the opposite side of the dining table.",Walk forward and turn left. Walk forward until the staircase and then turn left into the living room.,Exit the kitchen and turn right. Walk until the end of the hallway and turn right into the living room.,Walk forward and turn left. Walk forward and take the first entrance on the left into the living room.,There is a door to the the living room inside the kitchen.,There is a door to the living room inside the kitchen on the opposite side of the dining table.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
33,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_3_32,"After the camera wearer engages in arranging a puzzle and tidying the room, what activity are they likely to undertake next according to the video?",reasoning/predictive,00:39:30,"A. The camera wearer will likely manage personal items by placing a card in her purse, organizing remotes into a box, and dusting off the ladder.
B. The camera wearer will likely manage personal items by placing a card in her wallet and sorting remotes into a drawer.
C. The camera wearer will likely manage personal items by placing a card in her purse, organizing remotes into a holder, and labeling containers in the pantry.
D. The camera wearer will likely manage personal items by placing a card in her wallet.
E. The camera wearer will likely manage personal items by placing a card in her purse and organizing remotes into a holder.","The camera wearer will likely manage personal items by placing a card in her purse, organizing remotes into a box, and dusting off the ladder.",The camera wearer will likely manage personal items by placing a card in her wallet and sorting remotes into a drawer.,"The camera wearer will likely manage personal items by placing a card in her purse, organizing remotes into a holder, and labeling containers in the pantry.",The camera wearer will likely manage personal items by placing a card in her wallet.,The camera wearer will likely manage personal items by placing a card in her purse and organizing remotes into a holder.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
34,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_14_4,How can you retrieve the gray phone from the bathroom? ,navigation/object_retrieval,N/A,"A. Exit the bathroom and turn left into the kitchen. The phone is on the kitchen countertop next to the sink. 
B. Exit the bathroom and go through the door on the right. Turn right, walk forward, and take the second entrance on the left to the dining table. The phone is on the shelf next to the table. 
C. Exit the bathroom and go through the door on the right. Walk forward into the kitchen, and the phone is on the countertop next to the sink.  
D. Exit the bathroom and go through the door on the right. Turn right, walk forward, and take the first entrance on the left to the dining table. The phone is on the shelf next to the table. 
E. Exit the bathroom and walk forward. Take the first entrance on the left to the dining table. The phone is on the shelf next to the table.",Exit the bathroom and turn left into the kitchen. The phone is on the kitchen countertop next to the sink.,"Exit the bathroom and go through the door on the right. Turn right, walk forward, and take the second entrance on the left to the dining table. The phone is on the shelf next to the table.","Exit the bathroom and go through the door on the right. Walk forward into the kitchen, and the phone is on the countertop next to the sink.","Exit the bathroom and go through the door on the right. Turn right, walk forward, and take the first entrance on the left to the dining table. The phone is on the shelf next to the table.",Exit the bathroom and walk forward. Take the first entrance on the left to the dining table. The phone is on the shelf next to the table.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
35,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,List the unique pets the camera wearer interacted with throughout the video.,perception/tracking,N/A,"A. 1 Parrot
B. 1 Cat, 1 Dog
C. 2 Cats
D. 1 Dog
E. 1 Cat",1 Parrot,"1 Cat, 1 Dog",2 Cats,1 Dog,1 Cat,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
36,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_8_31,Select the correct statement regarding time duration of different events in the video,reasoning/temporal/duration,N/A,"A. Preparing and cooking the meal and cleaning up after the meal took the same amount of time.
B. Managing personal items took longer than arranging books and stationery.
C. The kitchen was organized in a shorter time than the breakfast activities with the man.
D. Both activities of eating the meal with the man and cleaning and storing kitchen items afterwards had equal time durations.
E. Arranging books and stationery took longer than managing personal items.",Preparing and cooking the meal and cleaning up after the meal took the same amount of time.,Managing personal items took longer than arranging books and stationery.,The kitchen was organized in a shorter time than the breakfast activities with the man.,Both activities of eating the meal with the man and cleaning and storing kitchen items afterwards had equal time durations.,Arranging books and stationery took longer than managing personal items.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
37,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_8_26,Select the correct statement regarding time duration of different events in the video,reasoning/temporal/duration,N/A,"A. Breakfast activities with the man took longer than organizing the kitchen.
B. Arranging books and stationery was less time-consuming than managing personal items.
C. Cleaning up after the meal and preparing and cooking the meal had the same time duration.
D. Interacting with technology and tending to the plants outside were equally time-consuming.
E. Organizing the kitchen took longer than breakfast activities with the man.",Breakfast activities with the man took longer than organizing the kitchen.,Arranging books and stationery was less time-consuming than managing personal items.,Cleaning up after the meal and preparing and cooking the meal had the same time duration.,Interacting with technology and tending to the plants outside were equally time-consuming.,Organizing the kitchen took longer than breakfast activities with the man.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
38,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,How long after the camera wearer organizes the dining area with glasses of water does she pick up a helmet?,perception/information_retrieval/temporal_distance,N/A,"A. About 5 mins
B. Roughly 15 mins
C. More than 20 mins
D. Immediately after
E. About 10 mins",About 5 mins,Roughly 15 mins,More than 20 mins,Immediately after,About 10 mins,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
39,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_21_11,Describe the sequence of activities the camera wearer performed related to meal preparation and serving.,summarization/temporal_sequencing,N/A,"A. The camera wearer started the process by dining and conversing, then transitioned to serving the meal, and finally ended with carefully preparing and cooking the food.
B. The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by cooking and serving onto plates.
C. The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by organizing the dining area with additional decorations, and finally dining with others.
D. The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by cooking, and finally dining with others while also setting up a music playlist.
E. The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by serving onto bowls, and organizing the dining area before finally dining with others.","The camera wearer started the process by dining and conversing, then transitioned to serving the meal, and finally ended with carefully preparing and cooking the food.","The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by cooking and serving onto plates.","The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by organizing the dining area with additional decorations, and finally dining with others.","The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by cooking, and finally dining with others while also setting up a music playlist.","The camera wearer began by handling kitchen items, preparing food, and interacting with individuals, followed by serving onto bowls, and organizing the dining area before finally dining with others.",3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
40,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_7_21,Where is the chopping board located in relation to the fridge in the kitchen?,reasoning/spatial/relationship,N/A,"A. The chopping board is mounted on the wall to the left of the fridge.
B. The chopping board is placed on a shelf to the right of the fridge.
C. The chopping board is hanging on a hook directly behind the fridge.
D. The chopping board is kept in a drawer underneath the fridge.
E. The chopping board is stored in the cabinet above the fridge.",The chopping board is mounted on the wall to the left of the fridge.,The chopping board is placed on a shelf to the right of the fridge.,The chopping board is hanging on a hook directly behind the fridge.,The chopping board is kept in a drawer underneath the fridge.,The chopping board is stored in the cabinet above the fridge.,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
41,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_5_39,What were the prerequisite steps followed by the camera wearer to clean up after the meal?,reasoning/temporal/prerequisites,N/A,"A. Put a plate in the drying rack, interact with a bottle and a cleaning brush, rinse dishes, and reorganize the kitchen by placing a tea box and other items in the cupboard.
B. Place a bowl in the dishwasher, examine a bottle, scrub dishes, and tidy the kitchen by storing a vitamin bottle and other items.
C. Put a plate in the sink, wash dishes, and organize the kitchen by putting away a medicine sachet.
D. Put a plate in the sink, interact with a bottle and a sponge, wash dishes, and organize the kitchen by putting away a medicine sachet, spices, and other items.
E. Put a plate in the sink, interact with a bottle, wash dishes, and organize the kitchen by putting away a medicine sachet and other items.","Put a plate in the drying rack, interact with a bottle and a cleaning brush, rinse dishes, and reorganize the kitchen by placing a tea box and other items in the cupboard.","Place a bowl in the dishwasher, examine a bottle, scrub dishes, and tidy the kitchen by storing a vitamin bottle and other items.","Put a plate in the sink, wash dishes, and organize the kitchen by putting away a medicine sachet.","Put a plate in the sink, interact with a bottle and a sponge, wash dishes, and organize the kitchen by putting away a medicine sachet, spices, and other items.","Put a plate in the sink, interact with a bottle, wash dishes, and organize the kitchen by putting away a medicine sachet and other items.",3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
42,6fd90f8d-7a4d-425d-a812-3268db0b0342,6fd90f8d-7a4d-425d-a812-3268db0b0342_15_2,How can you get to the living room from the kitchen? ,navigation/room_to_room_image,N/A,"A. navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/A.png
B. navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/C.png
C. navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/B.png
D. navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/D.png
E. navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/E.png",navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/A.png,navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/C.png,navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/B.png,navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/D.png,navigation_images/6fd90f8d-7a4d-425d-a812-3268db0b0342/1/E.png,3598.03,"Cleaning / laundry, Cooking, Eating, Gardening, Indoor Navigation (walking), Making coffee, Playing with pets, Talking on the phone, Talking with family members, Watching tv",kaust,GoPro Hero Black 7
